uri,lcsh_topic,lcsh_t1,count
http://bnb.data.bl.uk/id/resource/005596746,Welsh Black cattle,Welsh Black cattle,50
http://bnb.data.bl.uk/id/resource/005596747,Welsh Black cattle,Welsh Black cattle,50
http://bnb.data.bl.uk/id/resource/005596748,Welsh Black cattle,Welsh Black cattle,50
http://bnb.data.bl.uk/id/resource/005596759,Stock and stock-breeding--Great Britain--Research,Stock and stock-breeding,5
http://bnb.data.bl.uk/id/resource/005596761,Stock and stock-breeding--Great Britain--Research,Stock and stock-breeding,5
http://bnb.data.bl.uk/id/resource/005596762,Great Britain--Kings and rulers--Biography,Great Britain,3176
http://bnb.data.bl.uk/id/resource/005596772,"Baudelaire, Charles, 1821-1867--Criticism and interpretation","Baudelaire, Charles, 1821-1867",1
http://bnb.data.bl.uk/id/resource/005596773,France--History--Revolution,France,99
http://bnb.data.bl.uk/id/resource/005596774,France--History--Revolution,France,99
http://bnb.data.bl.uk/id/resource/005596775,Dialectical materialism,Dialectical materialism,2
http://bnb.data.bl.uk/id/resource/005596776,Ukrainians--Great Britain,Ukrainians,3176
http://bnb.data.bl.uk/id/resource/005596777,Women college graduates--Employment--Great Britain,Women college graduates,1
http://bnb.data.bl.uk/id/resource/005596778,Vocational guidance for women--Great Britain,Vocational guidance for women,3176
http://bnb.data.bl.uk/id/resource/005596779,Construction industry--Ireland--Directories,Construction industry,59
http://bnb.data.bl.uk/id/resource/005596780,"Tower Hamlets, London--Industries--Directories","Tower Hamlets, London",6
http://bnb.data.bl.uk/id/resource/005596781,Tower Hamlets (London Borough)--Industries--Directories,Tower Hamlets (London Borough),8
http://bnb.data.bl.uk/id/resource/005596782,"Obstetrics--Societies, etc.",Obstetrics,16
http://bnb.data.bl.uk/id/resource/005596783,"Obstetrics--Societies, etc.",Obstetrics,16
http://bnb.data.bl.uk/id/resource/005596784,Royal College of Obstetricians and Gynaecologists (Great Britain)--Directories,Royal College of Obstetricians and Gynaecologists (Great Britain),16
http://bnb.data.bl.uk/id/resource/005596785,Royal College of Obstetricians and Gynaecologists (Great Britain)--Directories,Royal College of Obstetricians and Gynaecologists (Great Britain),16
http://bnb.data.bl.uk/id/resource/005596786,Royal College of Obstetricians and Gynaecologists (Great Britain)--Directories,Royal College of Obstetricians and Gynaecologists (Great Britain),16
http://bnb.data.bl.uk/id/resource/005596787,Universities and colleges--Great Britain--Curricula,Universities and colleges,121
http://bnb.data.bl.uk/id/resource/005596797,"Arithmetic--Examinations, questions, etc.","Arithmetic, Mental",181
http://bnb.data.bl.uk/id/resource/005596801,Great Britain. Highlands and Islands Development Board--Periodicals,Great Britain. Highlands and Islands Development Board,6
http://bnb.data.bl.uk/id/resource/005596802,"Hotels, taverns, etc.--England--Herefordshire--Directories","Hotels, taverns, etc.",151
http://bnb.data.bl.uk/id/resource/005596803,"Education, Bilingual--Great Britain","Education, Bilingual",4
http://bnb.data.bl.uk/id/resource/005596804,Race problems,Race problems,154
http://bnb.data.bl.uk/id/resource/005596805,Race problems,Race problems,154
http://bnb.data.bl.uk/id/resource/005596806,School integration--Great Britain,School integration,154
http://bnb.data.bl.uk/id/resource/005596807,"Liquor traffic--Great Britain--Societies, etc.",Liquor traffic,8
http://bnb.data.bl.uk/id/resource/005596808,Rock climbing,Rock climbing,5
http://bnb.data.bl.uk/id/resource/005596809,Geomorphology--Research,Geomorphology,6
http://bnb.data.bl.uk/id/resource/005596810,"Design, Industrial--Great Britain--Directories","Design, Industrial",9
http://bnb.data.bl.uk/id/resource/005596811,Urban transportation--Edinburgh,Urban transportation,100
http://bnb.data.bl.uk/id/resource/005596812,Urban transportation--Edinburgh,Urban transportation,100
http://bnb.data.bl.uk/id/resource/005596813,British Naturopathic and Osteopathic Association--Directories,British Naturopathic and Osteopathic Association,5
http://bnb.data.bl.uk/id/resource/005596814,Osteopaths--Great Britain--Directories,Osteopaths,5
http://bnb.data.bl.uk/id/resource/005596816,Israel--Description and travel--Guide-books,Israel,6
http://bnb.data.bl.uk/id/resource/005596818,Subject headings--Science,Subject headings,19
http://bnb.data.bl.uk/id/resource/005596819,Subject headings--Land,Subject headings,19
http://bnb.data.bl.uk/id/resource/005596820,Subject headings--Land,Subject headings,19
http://bnb.data.bl.uk/id/resource/005596821,Subject headings--Land,Subject headings,19
http://bnb.data.bl.uk/id/resource/005596822,Subject headings--Land,Subject headings,19
http://bnb.data.bl.uk/id/resource/005596823,Forests and forestry--Fiji,Forests and forestry,19
http://bnb.data.bl.uk/id/resource/005596824,Forests and forestry--Fiji,Forests and forestry,19
http://bnb.data.bl.uk/id/resource/005596825,Forests and forestry--Fiji,Forests and forestry,19
http://bnb.data.bl.uk/id/resource/005596826,Solomon Islands--Economic conditions,Solomon Islands,23
http://bnb.data.bl.uk/id/resource/005596827,Solomon Islands--Economic conditions,Solomon Islands,23
http://bnb.data.bl.uk/id/resource/005596828,Soils--Sabah,Soils,23
http://bnb.data.bl.uk/id/resource/005596829,Soils--Sabah,Soils,23
http://bnb.data.bl.uk/id/resource/005596830,Soils--Sabah,Soils,23
http://bnb.data.bl.uk/id/resource/005596831,Soils--Sabah,Soils,23
http://bnb.data.bl.uk/id/resource/005596832,Soils--Sabah,Soils,23
http://bnb.data.bl.uk/id/resource/005596833,Soils--Sabah,Soils,23
http://bnb.data.bl.uk/id/resource/005596834,Land--Zambia--Northern Province,Land,40
http://bnb.data.bl.uk/id/resource/005596835,Land--Zambia--Northern Province,Land,40
http://bnb.data.bl.uk/id/resource/005596836,Land--Zambia--Northern Province,Land,40
http://bnb.data.bl.uk/id/resource/005596837,Solomon Islands--Economic conditions,Solomon Islands,23
http://bnb.data.bl.uk/id/resource/005596838,Land--Zambia--Northern Province,Land,40
http://bnb.data.bl.uk/id/resource/005596839,Land--Zambia--Northern Province,Land,40
http://bnb.data.bl.uk/id/resource/005596843,Farm buildings--Europe--Bibliography,Farm buildings,3
http://bnb.data.bl.uk/id/resource/005596844,Farm buildings--Europe--Bibliography,Farm buildings,3
http://bnb.data.bl.uk/id/resource/005596845,Locomotives--Pictorial works,Locomotives,66
http://bnb.data.bl.uk/id/resource/005596846,Midwives--Great Britain--Directories,Midwives,8
http://bnb.data.bl.uk/id/resource/005596847,Midwives--England--Directories,Midwives,8
http://bnb.data.bl.uk/id/resource/005596848,Midwives--England--Directories,Midwives,8
http://bnb.data.bl.uk/id/resource/005596849,Midwives--England--Directories,Midwives,8
http://bnb.data.bl.uk/id/resource/005596850,"Education--Great Britain--Addresses, essays, lectures",Education,154
http://bnb.data.bl.uk/id/resource/005596851,Local government--Great Britain,Local government,62
http://bnb.data.bl.uk/id/resource/005596852,Local government--Great Britain,Local government,62
http://bnb.data.bl.uk/id/resource/005596853,Local government--Fife,Local government,62
http://bnb.data.bl.uk/id/resource/005596854,Local government--Fife,Local government,62
http://bnb.data.bl.uk/id/resource/005596855,Local government--Fife,Local government,62
http://bnb.data.bl.uk/id/resource/005596858,Periodicals--Bibliography--Catalogs,Periodicals,22
http://bnb.data.bl.uk/id/resource/005596859,Serial publications--Bibliography--Periodicals,Serial publications,8
http://bnb.data.bl.uk/id/resource/005596861,Railroads--Great Britain--Time-tables,Railroads,137
http://bnb.data.bl.uk/id/resource/005596862,Railroads--Great Britain--Time-tables,Railroads,137
http://bnb.data.bl.uk/id/resource/005596863,Railroads--Great Britain--Time-tables,Railroads,137
http://bnb.data.bl.uk/id/resource/005596864,Royal College of Organists (Great Britain)--Yearbooks,Royal College of Organists (Great Britain),4
http://bnb.data.bl.uk/id/resource/005596865,Royal College of Organists (Great Britain)--Yearbooks,Royal College of Organists (Great Britain),4
http://bnb.data.bl.uk/id/resource/005596866,Royal College of Organists (Great Britain)--Periodicals,Royal College of Organists (Great Britain),4
http://bnb.data.bl.uk/id/resource/005596869,Little presses--Great Britain,Little presses,3176
http://bnb.data.bl.uk/id/resource/005596875,"Water resources development--Trent River basin, England--Research",Water resources development,15
http://bnb.data.bl.uk/id/resource/005596876,Aquifers--England--Lower Thames River Basin,Aquifers,1
http://bnb.data.bl.uk/id/resource/005596877,"Great Britain--History, Military--Stuarts, 1603-1714--Sources",Great Britain,3176
http://bnb.data.bl.uk/id/resource/005596878,Soils--Belize--Belmopan Region,Soils,160
http://bnb.data.bl.uk/id/resource/005596880,Local government--Scotland--Directories,Local government,62
http://bnb.data.bl.uk/id/resource/005596881,"Private schools--England, Northern--Directories",Private schools,8
http://bnb.data.bl.uk/id/resource/005596898,Nautical charts--Catalogs,Nautical charts,7
http://bnb.data.bl.uk/id/resource/005596903,Navigation--Tables,Navigation,13
http://bnb.data.bl.uk/id/resource/005596904,Navigation--Tables,Navigation,13
http://bnb.data.bl.uk/id/resource/005596906,Navigation--Tables,Navigation,13
http://bnb.data.bl.uk/id/resource/005596907,Navigation--Tables,Navigation,13
http://bnb.data.bl.uk/id/resource/005596909,Navigation--Tables,Navigation,13
http://bnb.data.bl.uk/id/resource/005596913,Navigation--Tables,Navigation,13
http://bnb.data.bl.uk/id/resource/005596917,"Navigation--Handbooks, manuals, etc.",Navigation,13
http://bnb.data.bl.uk/id/resource/005596919,Pilot guides--West Indies,Pilot guides,20
http://bnb.data.bl.uk/id/resource/005596922,Nautical charts--Catalogs,Nautical charts,7
http://bnb.data.bl.uk/id/resource/005596935,Spectrophotometry,Spectrophotometry,69
http://bnb.data.bl.uk/id/resource/005596940,Architecture--Yearbooks,Architecture,126
http://bnb.data.bl.uk/id/resource/005596945,Architectural Association (Great Britain)--Directories,Architectural Association (Great Britain),1
http://bnb.data.bl.uk/id/resource/005596946,Faculty of Architects and Surveyors--Periodicals,Faculty of Architects and Surveyors,3
http://bnb.data.bl.uk/id/resource/005596947,Faculty of Architects and Surveyors--Directories,Faculty of Architects and Surveyors,3
http://bnb.data.bl.uk/id/resource/005596949,Polish drama,Polish drama,1
http://bnb.data.bl.uk/id/resource/005596950,Great Britain--History--Sources,Great Britain,3176
http://bnb.data.bl.uk/id/resource/005596951,Education--Great Britain--Bibliography,Education,154
http://bnb.data.bl.uk/id/resource/005596952,Land titles--Great Britain--History--Sources,Land titles,7
http://bnb.data.bl.uk/id/resource/005596953,Public welfare--Great Britain--History--Sources,Public welfare,59
http://bnb.data.bl.uk/id/resource/005596954,"Great Britain. Public Record Office--Inventories, calendars, etc.",Great Britain. Public Record Office,154
http://bnb.data.bl.uk/id/resource/005596955,Public health--Bibliography--Catalogs,Public health,27
http://bnb.data.bl.uk/id/resource/005596956,Land titles--Great Britain--Bibliography,Land titles,18
http://bnb.data.bl.uk/id/resource/005596958,"Great Britain. Public Record Office--Inventories, calendars, etc.",Great Britain. Public Record Office,21
http://bnb.data.bl.uk/id/resource/005596959,Great Britain. Public Record Office--Catalogs,Great Britain. Public Record Office,154
http://bnb.data.bl.uk/id/resource/005596960,Prizes--Great Britain--Indexes,Prizes,3176
http://bnb.data.bl.uk/id/resource/005596961,Land titles--Great Britain--Bibliography,Land titles,18
http://bnb.data.bl.uk/id/resource/005596962,Great Britain. Public Record Office--Catalogs,Great Britain. Public Record Office,21
http://bnb.data.bl.uk/id/resource/005596963,Great Britain. Court of Chancery. Petty Bag Office--Archives,Great Britain. Court of Chancery. Petty Bag Office,3176
http://bnb.data.bl.uk/id/resource/005596964,Great Britain. Public Record Office--Catalogs,Great Britain. Public Record Office,18
http://bnb.data.bl.uk/id/resource/005596965,"Great Britain. Public Record Office--Inventories, calendars, etc.",Great Britain. Public Record Office,21
http://bnb.data.bl.uk/id/resource/005596966,Great Britain. Public Record Office--Catalogs,Great Britain. Public Record Office,18
http://bnb.data.bl.uk/id/resource/005596968,Land titles--Great Britain--Bibliography,Land titles,18
http://bnb.data.bl.uk/id/resource/005596969,People with disabilities--Great Britain,People with disabilities,151
http://bnb.data.bl.uk/id/resource/005596974,Ulster Folk and Transport Museum--Periodicals,Ulster Folk and Transport Museum,1
http://bnb.data.bl.uk/id/resource/005596975,Regional planning--Great Britain,Regional planning,319
http://bnb.data.bl.uk/id/resource/005596979,Spanish language--Readers,Spanish language,101
http://bnb.data.bl.uk/id/resource/005596980,Physics,Physics,187
http://bnb.data.bl.uk/id/resource/005596981,Physics,Physics,187
http://bnb.data.bl.uk/id/resource/005596982,Irish language--Readers,Irish language,56
http://bnb.data.bl.uk/id/resource/005596983,Mathematics,Mathematics,1650
http://bnb.data.bl.uk/id/resource/005596984,Spanish language--Readers,Spanish language,101
http://bnb.data.bl.uk/id/resource/005596985,Mathematics,Mathematics,1650
http://bnb.data.bl.uk/id/resource/005596986,Geography,Geography,283
http://bnb.data.bl.uk/id/resource/005596987,English poetry--History and criticism,English poetry,161
http://bnb.data.bl.uk/id/resource/005596988,English poetry--History and criticism,English poetry,161
http://bnb.data.bl.uk/id/resource/005596989,English prose literature--History and criticism,English prose literature,17
http://bnb.data.bl.uk/id/resource/005596990,Great Britain--Social life and customs--18th century,Great Britain,3176
http://bnb.data.bl.uk/id/resource/005596992,"Fuel--Ireland, Northern",Fuel,8
http://bnb.data.bl.uk/id/resource/005596993,Pollution--Great Britain--Congresses,Pollution,51
http://bnb.data.bl.uk/id/resource/005596995,Periodicals--Bibliography--Catalogs,Periodicals,22
http://bnb.data.bl.uk/id/resource/005596997,Postage-stamps--Collectors and collecting--Great Britain--Directories,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005596998,Postage-stamps--Collectors and collecting--Great Britain--Directories,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005596999,Postage-stamps--Collectors and collecting--Great Britain--Directories,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597000,Postage-stamps--Collectors and collecting--Yearbooks,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597001,"Architecture, Domestic--Designs and plans","Architecture, Domestic",24
http://bnb.data.bl.uk/id/resource/005597002,"Architecture, Domestic--Designs and plans","Architecture, Domestic",24
http://bnb.data.bl.uk/id/resource/005597003,Architecture and the physically handicapped,Architecture and the physically handicapped,2
http://bnb.data.bl.uk/id/resource/005597004,Architecture and the physically handicapped,Architecture and the physically handicapped,2
http://bnb.data.bl.uk/id/resource/005597005,Barrier-free design,Barrier-free design,1
http://bnb.data.bl.uk/id/resource/005597006,Automobile travel--Great Britain--Guidebooks,Automobile travel,8
http://bnb.data.bl.uk/id/resource/005597007,Automobile travel--Ireland--Guidebooks,Automobile travel,8
http://bnb.data.bl.uk/id/resource/005597008,Europe--Description and travel--1971---Guide-books,Europe,155
http://bnb.data.bl.uk/id/resource/005597009,Postage-stamps--Topics--Ships,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597010,Ships on postage stamps,Ships on postage stamps,1
http://bnb.data.bl.uk/id/resource/005597011,Postage-stamps--Topics--Music,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597012,Postage-stamps--Topics--Ships,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597013,Postage-stamps--Topics--Ships,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597014,Postage-stamps--Topics--Music,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597015,Postage-stamps--Topics--Music,Postage-stamps,49
http://bnb.data.bl.uk/id/resource/005597018,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597019,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597020,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597021,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597022,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597023,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597024,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597025,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597026,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597027,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597028,Regional planning--Ireland,Regional planning,319
http://bnb.data.bl.uk/id/resource/005597031,Libraries--England--Directories,Libraries,14
http://bnb.data.bl.uk/id/resource/005597035,Children's stories,Children's stories,130
http://bnb.data.bl.uk/id/resource/005597036,Trilobites,Trilobites,52
http://bnb.data.bl.uk/id/resource/005597037,"Coccoliths, Fossil","Coccoliths, Fossil",1
http://bnb.data.bl.uk/id/resource/005597038,Paleontology--Ordovician,Paleontology,52
http://bnb.data.bl.uk/id/resource/005597039,Southampton (England)--Industries--Directories,Southampton (England),7
http://bnb.data.bl.uk/id/resource/005597040,Southampton (England)--Industries--Directories,Southampton (England),7
http://bnb.data.bl.uk/id/resource/005597041,European Economic Community--Bibliography,European Economic Community,13
http://bnb.data.bl.uk/id/resource/005597042,European Economic Community--Bibliography,European Economic Community,13
http://bnb.data.bl.uk/id/resource/005597043,English poetry,English poetry,161
http://bnb.data.bl.uk/id/resource/005597044,English poetry,English poetry,161
http://bnb.data.bl.uk/id/resource/005597047,"World War, 1939-1945--Great Britain","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597048,"Railroads, Local and light--Great Britain--Yearbooks","Railroads, Local and light",66
http://bnb.data.bl.uk/id/resource/005597049,"Farmers--Great Britain--Societies, etc.",Farmers,3
http://bnb.data.bl.uk/id/resource/005597050,"Farmers--Great Britain--Societies, etc.",Farmers,3
http://bnb.data.bl.uk/id/resource/005597052,X-ray crystallography--Tables,X-ray crystallography,1
http://bnb.data.bl.uk/id/resource/005597053,University of Exeter--Dissertations,University of Exeter,1
http://bnb.data.bl.uk/id/resource/005597054,"Dissertations, Academic--England--Exeter--Bibliography","Dissertations, Academic",38
http://bnb.data.bl.uk/id/resource/005597055,"Astronomy--Tables, etc.",Astronomy,24
http://bnb.data.bl.uk/id/resource/005597056,"Astronomy--Tables, etc.",Astronomy,24
http://bnb.data.bl.uk/id/resource/005597057,"Astronomy--Tables, etc.",Astronomy,24
http://bnb.data.bl.uk/id/resource/005597058,"Astronomy--Tables, etc.",Astronomy,24
http://bnb.data.bl.uk/id/resource/005597062,Esperanto--Grammar--Programmed instruction,Esperanto,4
http://bnb.data.bl.uk/id/resource/005597066,Loughborough University of Technology--Periodicals,Loughborough University of Technology,4
http://bnb.data.bl.uk/id/resource/005597067,Urban transportation--Edinburgh,Urban transportation,100
http://bnb.data.bl.uk/id/resource/005597068,Landrace swine,Landrace swine,1
http://bnb.data.bl.uk/id/resource/005597069,Federation of Civil Engineering Contractors--Yearbooks,Federation of Civil Engineering Contractors,20
http://bnb.data.bl.uk/id/resource/005597070,Federation of Civil Engineering Contractors--Yearbooks,Federation of Civil Engineering Contractors,20
http://bnb.data.bl.uk/id/resource/005597071,Federation of Civil Engineering Contractors--Yearbooks,Federation of Civil Engineering Contractors,20
http://bnb.data.bl.uk/id/resource/005597072,Freight and freightage--Periodicals,Freight and freightage,9
http://bnb.data.bl.uk/id/resource/005597073,Tariff on fertilizers,Tariff on fertilizers,1
http://bnb.data.bl.uk/id/resource/005597079,Drama--Bibliography--Catalogs,Drama,37
http://bnb.data.bl.uk/id/resource/005597080,Drama--Bibliography,Drama,37
http://bnb.data.bl.uk/id/resource/005597083,Children with mental disabilities--Great Britain,Children with mental disabilities,17
http://bnb.data.bl.uk/id/resource/005597084,"Marx, Karl, 1818-1883--Addresses, essays, lectures","Marx, Karl, 1818-1883",24
http://bnb.data.bl.uk/id/resource/005597086,Occupational diseases,Occupational diseases,7
http://bnb.data.bl.uk/id/resource/005597087,Construction industry--Yorkshire,Construction industry,59
http://bnb.data.bl.uk/id/resource/005597088,Construction industry--Great Britain,Construction industry,59
http://bnb.data.bl.uk/id/resource/005597089,"Youth--Sheffield, S. Yorkshire--Recreation--Directories",Youth,30
http://bnb.data.bl.uk/id/resource/005597091,National Federation of Building Trades Employers. Northern Counties Region--Directories,National Federation of Building Trades Employers. Northern Counties Region,5
http://bnb.data.bl.uk/id/resource/005597094,Birds--Great Britain,Birds,120
http://bnb.data.bl.uk/id/resource/005597095,Birds--Great Britain,Birds,120
http://bnb.data.bl.uk/id/resource/005597096,Castles--England--Northumberland,Castles,17
http://bnb.data.bl.uk/id/resource/005597097,Agriculture--England--Westmorland,Agriculture,160
http://bnb.data.bl.uk/id/resource/005597098,Folk-lore--England,Folk-lore,2
http://bnb.data.bl.uk/id/resource/005597099,Castles--England--Northumberland--History,Castles,17
http://bnb.data.bl.uk/id/resource/005597100,Northumberland (England)--History,Northumberland (England),11
http://bnb.data.bl.uk/id/resource/005597101,Castles--England--Northumberland,Castles,17
http://bnb.data.bl.uk/id/resource/005597102,Railroads--Rolling-stock--Drawing,Railroads,137
http://bnb.data.bl.uk/id/resource/005597103,"American fiction (Selections: Extracts, etc.)","American fiction (Selections: Extracts, etc.)",1
http://bnb.data.bl.uk/id/resource/005597106,Revegetation,Revegetation,7
http://bnb.data.bl.uk/id/resource/005597107,Waste lands,Waste lands,7
http://bnb.data.bl.uk/id/resource/005597108,Non-destructive testing--Periodicals,Non-destructive testing,10
http://bnb.data.bl.uk/id/resource/005597110,Periodicals--Bibliography--Union lists,Periodicals,22
http://bnb.data.bl.uk/id/resource/005597113,Building--Great Britain--Contracts and specifications,Building,73
http://bnb.data.bl.uk/id/resource/005597114,Stock-exchange--England,Stock-exchange,1
http://bnb.data.bl.uk/id/resource/005597123,"Shakespeare, William, 1564-1616--Authorship","Shakespeare, William, 1564-1616",91
http://bnb.data.bl.uk/id/resource/005597124,Manchester (England)--History--Pictorial works,Manchester (England),17
http://bnb.data.bl.uk/id/resource/005597125,Manchester (England)--Description--Views,Manchester (England),17
http://bnb.data.bl.uk/id/resource/005597126,Manchester (England)--Description--Views,Manchester (England),17
http://bnb.data.bl.uk/id/resource/005597127,Edinburgh--History--Pictorial works,Edinburgh,6
http://bnb.data.bl.uk/id/resource/005597128,Lincoln (England)--History--Pictorial works,Lincoln (England),2
http://bnb.data.bl.uk/id/resource/005597131,Manchester (England)--Description--Views,Manchester (England),17
http://bnb.data.bl.uk/id/resource/005597132,Glasgow (Scotland)--History--Pictorial works,Glasgow (Scotland),4
http://bnb.data.bl.uk/id/resource/005597135,Incorporated Society of Valuers and Auctioneers--Directories,Incorporated Society of Valuers and Auctioneers,1
http://bnb.data.bl.uk/id/resource/005597136,"Great Britain. Ceramics, Glass and Mineral Products Industry Training Board--Periodicals","Great Britain. Ceramics, Glass and Mineral Products Industry Training Board",25
http://bnb.data.bl.uk/id/resource/005597137,"Employees--Training of--Great Britain"",""Employees, Training of--Great Britain",Employees,51
http://bnb.data.bl.uk/id/resource/005597138,"Employees--Training of--Great Britain"",""Employees, Training of--Great Britain",Employees,51
http://bnb.data.bl.uk/id/resource/005597139,Bristol (England)--Harbor,Bristol (England),11
http://bnb.data.bl.uk/id/resource/005597140,"Southgate, London--History","Southgate, London",35
http://bnb.data.bl.uk/id/resource/005597141,Paper industry workers,Paper industry workers,20
http://bnb.data.bl.uk/id/resource/005597142,Paper industry workers,Paper industry workers,20
http://bnb.data.bl.uk/id/resource/005597143,Paper industry workers,Paper industry workers,20
http://bnb.data.bl.uk/id/resource/005597144,Paper industry workers,Paper industry workers,20
http://bnb.data.bl.uk/id/resource/005597145,Paper industry workers,Paper industry workers,20
http://bnb.data.bl.uk/id/resource/005597146,Paper industry workers,Paper industry workers,20
http://bnb.data.bl.uk/id/resource/005597147,Paper industry workers,Paper industry workers,20
http://bnb.data.bl.uk/id/resource/005597148,Paper making and trade--Great Britain,Paper making and trade,51
http://bnb.data.bl.uk/id/resource/005597149,Paper making and trade--Great Britain--Periodicals,Paper making and trade,25
http://bnb.data.bl.uk/id/resource/005597151,Paper making and trade--Great Britain,Paper making and trade,51
http://bnb.data.bl.uk/id/resource/005597152,Institution of Highway Engineers--Directories,Institution of Highway Engineers,4
http://bnb.data.bl.uk/id/resource/005597153,Pharmacy--Study and teaching--Yearbooks,Pharmacy,5
http://bnb.data.bl.uk/id/resource/005597157,English literature,English literature,110
http://bnb.data.bl.uk/id/resource/005597158,"Marketing--Europe--Handbooks, manuals, etc.",Marketing,155
http://bnb.data.bl.uk/id/resource/005597164,"Transportation, Automative--Great Britain--Freight","Transportation, Automative",3
http://bnb.data.bl.uk/id/resource/005597165,"Transportation, Automative--Great Britain--Freight","Transportation, Automative",3
http://bnb.data.bl.uk/id/resource/005597166,"Transportation, Automotive--Great Britain--Laws and regulations--Periodicals","Transportation, Automotive",18
http://bnb.data.bl.uk/id/resource/005597167,"Transportation, Automotive--Law and legislation--Great Britain--Periodicals","Transportation, Automotive",18
http://bnb.data.bl.uk/id/resource/005597170,Middle East--Study and teaching--Great Britain,Middle East,24
http://bnb.data.bl.uk/id/resource/005597171,Children's stories,Children's stories,130
http://bnb.data.bl.uk/id/resource/005597191,Pharmacopoeias--Great Britain,Pharmacopoeias,8
http://bnb.data.bl.uk/id/resource/005597192,Pharmacopoeias--Great Britain,Pharmacopoeias,8
http://bnb.data.bl.uk/id/resource/005597201,Children--Language,Children,95
http://bnb.data.bl.uk/id/resource/005597202,Children--Language,Children,95
http://bnb.data.bl.uk/id/resource/005597203,Children--Language,Children,95
http://bnb.data.bl.uk/id/resource/005597204,Children--Language,Children,95
http://bnb.data.bl.uk/id/resource/005597206,Mineralogical Society (Great Britain)--Directories,Mineralogical Society (Great Britain),1
http://bnb.data.bl.uk/id/resource/005597207,Law--Germany,Law,93
http://bnb.data.bl.uk/id/resource/005597208,Adult education--East Anglia,Adult education,30
http://bnb.data.bl.uk/id/resource/005597212,Aeronautics--Great Britain--Accidents--Periodicals,Aeronautics,21
http://bnb.data.bl.uk/id/resource/005597213,Air traffic control--Great Britain,Air traffic control,8
http://bnb.data.bl.uk/id/resource/005597214,South Asia--Study and teaching--Europe--Directories,South Asia,4
http://bnb.data.bl.uk/id/resource/005597215,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597216,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597217,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597218,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597219,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597220,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597221,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597222,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597223,"World War, 1939-1945--Registers of dead","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597224,Dead--Registers,Dead,9
http://bnb.data.bl.uk/id/resource/005597225,"World War, 1939-1945--Casualties (Statistics, etc.)","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005597226,Rubber industry and trade--Great Britain--Directories,Rubber industry and trade,13
http://bnb.data.bl.uk/id/resource/005597227,Essex Farmers' Union--Yearbooks,Essex Farmers' Union,160
http://bnb.data.bl.uk/id/resource/005597229,National Federation of Builders' and Plumbers' Merchants (Great Britain)--Directories,National Federation of Builders' and Plumbers' Merchants (Great Britain),4
http://bnb.data.bl.uk/id/resource/005597230,National Federation of Builders' and Plumbers' Merchants (Great Britain)--Directories,National Federation of Builders' and Plumbers' Merchants (Great Britain),4
http://bnb.data.bl.uk/id/resource/005597231,National Federation of Builders' and Plumbers' Merchants (Great Britain)--Directories,National Federation of Builders' and Plumbers' Merchants (Great Britain),4
http://bnb.data.bl.uk/id/resource/005597234,Welsh essays,Welsh essays,1
http://bnb.data.bl.uk/id/resource/005597236,MARC formats--Great Britain,MARC formats,1
